,姓名,消费金额,账户余额,订单时间,收货日期,详细地址
787,鲁迅,9042.92,990957,2000-02-15 03:21:00,2000-02-15,广东省广州市海珠区中大102
788,孔子,2704.53,997295,1980-05-11 01:05:49,1980-05-11,广东省广州市番禺区南站105
789,老子,7981.49,992018,2017-04-14 04:04:59,2017-04-14,广东省广州市番禺区南站105
790,钱七,8695.03,991304,2021-01-11 17:48:01,2021-01-11,广东省广州市越秀区北京路104
791,朱自清,1582.12,998417,2002-12-02 00:42:09,2002-12-02,广东省广州市天河区天河街道103
792,孟子,4049.02,995950,1997-01-13 17:27:59,1997-01-13,广东省广州市海珠区中大102
793,赵六,877.73,999122,2013-01-13 21:10:21,2013-01-13,广东省广州市海珠区中大102
794,墨子,7165.54,992834,1995-07-14 18:24:40,1995-07-14,广东省广州市海珠区中大102
795,孟子,3740.59,996259,1979-01-07 10:30:24,1979-01-07,广东省广州市天河区天河街道103
796,老子,7024.9,992975,1992-09-03 14:12:24,1992-09-03,广东省广州市天河区天河街道103
797,墨子,4006.93,995993,1989-09-03 15:58:15,1989-09-03,广东省广州市天河区天河街道103
798,张三,2042.04,997957,2014-09-15 06:10:25,2014-09-15,广东省广州市番禺区南站105
799,张三,883.05,999116,2015-11-04 18:23:52,2015-11-04,广东省广州市黄埔区鱼珠街道101
800,朱自清,8394.99,991605,1984-07-10 15:09:18,1984-07-10,广东省广州市天河区天河街道103
801,老子,5494.07,994505,1982-10-17 01:38:16,1982-10-17,广东省广州市黄埔区鱼珠街道101
802,李四,8914.29,991085,1987-09-13 18:54:19,1987-09-13,广东省广州市天河区天河街道103
803,李四,3033.2,996966,1979-10-18 22:37:53,1979-10-18,广东省广州市海珠区中大102
804,王五,1847.98,998152,2020-10-11 03:04:30,2020-10-11,广东省广州市越秀区北京路104
805,墨子,8905.76,991094,2018-05-20 20:24:45,2018-05-20,广东省广州市越秀区北京路104
806,孟子,8199.53,991800,1985-08-25 22:45:54,1985-08-25,广东省广州市海珠区中大102
807,墨子,2812.1,997187,2010-03-20 05:54:20,2010-03-20,广东省广州市番禺区南站105
808,赵六,5091.31,994908,1995-08-31 07:55:52,1995-08-31,广东省广州市番禺区南站105
809,朱自清,803.48,999196,2020-10-08 10:42:49,2020-10-08,广东省广州市天河区天河街道103
810,钱七,2252.64,997747,2011-05-03 03:25:01,2011-05-03,广东省广州市海珠区中大102
811,王五,1013.14,998986,1996-02-10 01:42:25,1996-02-10,广东省广州市天河区天河街道103
812,老子,5840.33,994159,1982-09-12 20:36:37,1982-09-12,广东省广州市越秀区北京路104
813,朱自清,2236.38,997763,2013-03-24 21:30:14,2013-03-24,广东省广州市黄埔区鱼珠街道101
814,墨子,2324.37,997675,2012-04-06 15:26:36,2012-04-06,广东省广州市天河区天河街道103
815,朱自清,6663.03,993336,2009-01-23 05:30:41,2009-01-23,广东省广州市越秀区北京路104
816,墨子,5573.48,994426,2014-07-20 19:21:54,2014-07-20,广东省广州市越秀区北京路104
817,张三,1037.65,998962,2012-01-08 09:42:20,2012-01-08,广东省广州市天河区天河街道103
818,张三,3821.49,996178,2006-10-02 08:16:12,2006-10-02,广东省广州市番禺区南站105
819,孟子,8791.81,991208,1986-06-13 12:58:04,1986-06-13,广东省广州市黄埔区鱼珠街道101
820,鲁迅,1624.15,998375,1996-07-13 18:16:12,1996-07-13,广东省广州市番禺区南站105
821,墨子,5769.03,994230,2003-07-26 00:12:48,2003-07-26,广东省广州市天河区天河街道103
822,钱七,3285.36,996714,1989-11-23 12:05:05,1989-11-23,广东省广州市天河区天河街道103
823,鲁迅,857.44,999142,2011-07-03 14:36:20,2011-07-03,广东省广州市黄埔区鱼珠街道101
824,王五,103.87,999896,2017-07-07 13:24:08,2017-07-07,广东省广州市黄埔区鱼珠街道101
825,李四,4059.47,995940,2012-10-01 18:30:09,2012-10-01,广东省广州市番禺区南站105
826,孔子,183.26,999816,1993-12-30 22:57:48,1993-12-30,广东省广州市越秀区北京路104
827,孔子,6572.49,993427,2000-11-30 00:36:58,2000-11-30,广东省广州市海珠区中大102
828,墨子,9169.01,990830,2008-03-19 21:41:48,2008-03-19,广东省广州市海珠区中大102
829,鲁迅,1478.25,998521,2010-06-06 07:57:37,2010-06-06,广东省广州市番禺区南站105
830,钱七,8663.02,991336,1982-11-03 07:19:43,1982-11-03,广东省广州市海珠区中大102
831,张三,2835.13,997164,1994-10-28 21:28:55,1994-10-28,广东省广州市天河区天河街道103
832,老子,1156.24,998843,2009-03-19 03:24:35,2009-03-19,广东省广州市天河区天河街道103
833,王五,3730.59,996269,2016-01-17 18:35:45,2016-01-17,广东省广州市天河区天河街道103
834,张三,2112.6,997887,1985-12-07 04:11:35,1985-12-07,广东省广州市黄埔区鱼珠街道101
835,鲁迅,9070.16,990929,1979-07-25 13:56:52,1979-07-25,广东省广州市越秀区北京路104
836,赵六,2004.4,997995,2004-01-15 12:52:33,2004-01-15,广东省广州市番禺区南站105
837,赵六,7350.35,992649,2004-08-30 09:24:08,2004-08-30,广东省广州市海珠区中大102
838,朱自清,8699.71,991300,2008-02-23 21:20:00,2008-02-23,广东省广州市天河区天河街道103
839,孟子,9905.03,990094,2006-08-08 01:25:33,2006-08-08,广东省广州市番禺区南站105
840,老子,8725.58,991274,1995-11-26 04:21:34,1995-11-26,广东省广州市越秀区北京路104
841,孟子,1299.5,998700,1999-09-28 06:03:03,1999-09-28,广东省广州市天河区天河街道103
842,孟子,2821.87,997178,1986-06-09 04:27:51,1986-06-09,广东省广州市天河区天河街道103
843,张三,2790.45,997209,1986-08-10 07:36:36,1986-08-10,广东省广州市天河区天河街道103
844,孟子,6219.99,993780,1984-11-10 14:34:30,1984-11-10,广东省广州市天河区天河街道103
845,张三,51.12,999948,1984-08-27 14:06:50,1984-08-27,广东省广州市海珠区中大102
846,孟子,1034.26,998965,1984-12-26 23:50:34,1984-12-26,广东省广州市天河区天河街道103
847,孟子,6280.4,993719,1990-12-09 06:10:24,1990-12-09,广东省广州市海珠区中大102
848,李四,5469.58,994530,2017-08-25 21:29:28,2017-08-25,广东省广州市海珠区中大102
849,孟子,5343.17,994656,2010-04-09 00:17:12,2010-04-09,广东省广州市越秀区北京路104
850,王五,1804.5,998195,2016-06-28 13:32:40,2016-06-28,广东省广州市黄埔区鱼珠街道101
851,孟子,8104.58,991895,1983-04-27 22:28:23,1983-04-27,广东省广州市天河区天河街道103
852,朱自清,8691.2,991308,2003-05-05 18:48:33,2003-05-05,广东省广州市越秀区北京路104
853,李四,5238.58,994761,1994-06-11 20:48:26,1994-06-11,广东省广州市天河区天河街道103
854,朱自清,6620.36,993379,1984-11-21 02:54:14,1984-11-21,广东省广州市海珠区中大102
855,李四,5384.41,994615,1997-05-04 22:37:54,1997-05-04,广东省广州市越秀区北京路104
856,王五,9821.63,990178,2011-05-28 02:41:02,2011-05-28,广东省广州市黄埔区鱼珠街道101
857,孟子,3700.56,996299,2010-11-27 05:57:25,2010-11-27,广东省广州市黄埔区鱼珠街道101
858,老子,3300.01,996699,2008-01-20 15:39:44,2008-01-20,广东省广州市海珠区中大102
859,老子,5465.48,994534,1988-09-20 17:06:00,1988-09-20,广东省广州市番禺区南站105
860,鲁迅,3570.95,996429,1999-02-21 00:39:17,1999-02-21,广东省广州市海珠区中大102
861,钱七,1448.08,998551,2008-08-08 12:45:15,2008-08-08,广东省广州市黄埔区鱼珠街道101
862,老子,5375.56,994624,2016-05-20 02:39:34,2016-05-20,广东省广州市黄埔区鱼珠街道101
863,张三,71.36,999928,2021-10-20 13:30:46,2021-10-20,广东省广州市天河区天河街道103
864,孟子,6219.25,993780,2023-01-19 07:54:55,2023-01-19,广东省广州市越秀区北京路104
865,孟子,4008.37,995991,2002-07-13 01:02:57,2002-07-13,广东省广州市黄埔区鱼珠街道101
866,张三,517.16,999482,2010-02-03 23:29:32,2010-02-03,广东省广州市越秀区北京路104
867,孔子,9607.06,990392,2006-01-31 17:19:26,2006-01-31,广东省广州市海珠区中大102
868,王五,8081.21,991918,2006-10-24 05:53:26,2006-10-24,广东省广州市越秀区北京路104
869,朱自清,8191.16,991808,2002-01-30 13:50:27,2002-01-30,广东省广州市黄埔区鱼珠街道101
870,鲁迅,5404.19,994595,1999-08-20 22:09:36,1999-08-20,广东省广州市海珠区中大102
871,墨子,7137.85,992862,1997-02-24 10:32:20,1997-02-24,广东省广州市越秀区北京路104
872,朱自清,8450.27,991549,1980-01-03 05:15:06,1980-01-03,广东省广州市黄埔区鱼珠街道101
873,孔子,9792.78,990207,1981-01-28 00:54:45,1981-01-28,广东省广州市天河区天河街道103
874,钱七,6686.25,993313,1998-06-02 17:26:37,1998-06-02,广东省广州市海珠区中大102
875,墨子,7998.24,992001,2006-12-29 15:29:38,2006-12-29,广东省广州市天河区天河街道103
876,张三,5931.39,994068,1979-11-28 20:01:23,1979-11-28,广东省广州市黄埔区鱼珠街道101
877,孔子,3698.83,996301,2023-07-17 17:50:30,2023-07-17,广东省广州市番禺区南站105
878,孔子,9104.69,990895,1991-08-09 19:59:10,1991-08-09,广东省广州市番禺区南站105
879,朱自清,2062.2,997937,2019-10-31 10:47:14,2019-10-31,广东省广州市黄埔区鱼珠街道101
880,孔子,3346.43,996653,2005-06-28 08:46:01,2005-06-28,广东省广州市海珠区中大102
881,鲁迅,1425.59,998574,2016-08-02 11:16:51,2016-08-02,广东省广州市越秀区北京路104
882,孟子,4543.81,995456,1989-08-13 01:34:12,1989-08-13,广东省广州市越秀区北京路104
883,孟子,3172.66,996827,1981-01-15 12:46:35,1981-01-15,广东省广州市越秀区北京路104
884,赵六,5406.29,994593,1979-09-22 05:15:32,1979-09-22,广东省广州市天河区天河街道103
885,孔子,3949.45,996050,2001-09-08 00:04:54,2001-09-08,广东省广州市海珠区中大102
886,朱自清,6921.99,993078,1983-04-23 02:39:41,1983-04-23,广东省广州市番禺区南站105
887,李四,6083.87,993916,1979-01-29 10:32:43,1979-01-29,广东省广州市黄埔区鱼珠街道101
888,钱七,2481.03,997518,2015-08-26 03:55:30,2015-08-26,广东省广州市越秀区北京路104
889,老子,7241.48,992758,2014-08-01 08:59:19,2014-08-01,广东省广州市越秀区北京路104
890,王五,2212.57,997787,2002-07-22 16:32:40,2002-07-22,广东省广州市海珠区中大102
891,老子,9169.63,990830,2007-05-03 17:44:37,2007-05-03,广东省广州市海珠区中大102
892,孔子,8593.48,991406,1982-05-29 01:33:13,1982-05-29,广东省广州市黄埔区鱼珠街道101
893,赵六,1362.44,998637,1995-12-21 07:41:16,1995-12-21,广东省广州市天河区天河街道103
894,朱自清,2233.77,997766,2021-06-19 10:51:35,2021-06-19,广东省广州市越秀区北京路104
895,李四,2245.03,997754,1987-04-19 04:09:16,1987-04-19,广东省广州市黄埔区鱼珠街道101
896,张三,6501.05,993498,2006-04-10 14:34:47,2006-04-10,广东省广州市番禺区南站105
897,张三,6092.35,993907,2020-09-04 18:51:45,2020-09-04,广东省广州市番禺区南站105
898,赵六,1814.18,998185,2013-09-09 07:28:17,2013-09-09,广东省广州市黄埔区鱼珠街道101
899,王五,4294.14,995705,2001-05-09 08:02:24,2001-05-09,广东省广州市天河区天河街道103
900,鲁迅,7842.52,992157,1985-03-13 04:01:12,1985-03-13,广东省广州市天河区天河街道103
901,李四,8466.45,991533,1980-11-23 15:58:34,1980-11-23,广东省广州市番禺区南站105
902,朱自清,4929.53,995070,2012-02-04 15:09:31,2012-02-04,广东省广州市番禺区南站105
903,钱七,9572.43,990427,2020-02-11 05:50:57,2020-02-11,广东省广州市天河区天河街道103
904,朱自清,9731.67,990268,2004-05-18 19:52:16,2004-05-18,广东省广州市海珠区中大102
905,朱自清,6731.54,993268,1980-03-28 12:16:52,1980-03-28,广东省广州市越秀区北京路104
906,孔子,1283.79,998716,2002-04-01 16:44:32,2002-04-01,广东省广州市越秀区北京路104
907,赵六,7155.06,992844,1990-03-07 23:55:11,1990-03-07,广东省广州市越秀区北京路104
908,朱自清,3078.34,996921,1983-06-02 10:00:38,1983-06-02,广东省广州市黄埔区鱼珠街道101
909,张三,701.8,999298,1995-02-06 17:08:34,1995-02-06,广东省广州市番禺区南站105
910,朱自清,1606.26,998393,1994-04-28 20:08:53,1994-04-28,广东省广州市天河区天河街道103
911,朱自清,9982.79,990017,2023-01-07 08:44:24,2023-01-07,广东省广州市番禺区南站105
912,王五,9989.04,990010,1991-10-10 18:47:06,1991-10-10,广东省广州市黄埔区鱼珠街道101
913,赵六,1759.83,998240,1999-10-04 09:07:58,1999-10-04,广东省广州市海珠区中大102
914,孔子,6851.44,993148,2006-09-22 18:40:40,2006-09-22,广东省广州市黄埔区鱼珠街道101
915,李四,6745.21,993254,2012-07-02 05:17:00,2012-07-02,广东省广州市番禺区南站105
916,李四,6026.44,993973,2021-11-16 20:04:55,2021-11-16,广东省广州市越秀区北京路104
917,李四,8638.08,991361,2013-10-21 20:04:54,2013-10-21,广东省广州市越秀区北京路104
918,赵六,4515.87,995484,2012-03-15 13:44:09,2012-03-15,广东省广州市天河区天河街道103
919,钱七,4666.43,995333,1994-04-06 01:44:49,1994-04-06,广东省广州市番禺区南站105
920,孟子,3840.91,996159,2023-05-16 06:52:40,2023-05-16,广东省广州市海珠区中大102
921,王五,6267.33,993732,1998-05-19 06:31:07,1998-05-19,广东省广州市海珠区中大102
922,钱七,2422.97,997577,2000-03-24 08:21:19,2000-03-24,广东省广州市天河区天河街道103
923,张三,7264.57,992735,1988-06-13 08:15:53,1988-06-13,广东省广州市越秀区北京路104
924,王五,1870.97,998129,2016-04-21 11:31:26,2016-04-21,广东省广州市天河区天河街道103
925,朱自清,6513.44,993486,1981-10-07 00:09:08,1981-10-07,广东省广州市番禺区南站105
926,墨子,2883.18,997116,1993-11-29 10:22:06,1993-11-29,广东省广州市天河区天河街道103
927,鲁迅,1273.35,998726,1984-11-24 05:14:38,1984-11-24,广东省广州市海珠区中大102
928,钱七,593.3,999406,2006-08-04 00:23:42,2006-08-04,广东省广州市番禺区南站105
929,张三,9516.62,990483,1996-07-14 00:34:07,1996-07-14,广东省广州市黄埔区鱼珠街道101
930,赵六,9283.59,990716,2012-10-23 03:44:48,2012-10-23,广东省广州市番禺区南站105
931,王五,9362.71,990637,1994-09-23 17:54:17,1994-09-23,广东省广州市黄埔区鱼珠街道101
932,钱七,816.59,999183,1979-06-07 17:23:59,1979-06-07,广东省广州市天河区天河街道103
933,老子,8359.41,991640,2018-10-28 02:28:01,2018-10-28,广东省广州市黄埔区鱼珠街道101
934,墨子,4549.48,995450,1990-08-16 14:30:11,1990-08-16,广东省广州市番禺区南站105
935,王五,1427.79,998572,1993-07-03 11:44:17,1993-07-03,广东省广州市番禺区南站105
936,鲁迅,656.91,999343,1997-05-06 01:24:32,1997-05-06,广东省广州市番禺区南站105
937,赵六,4439.22,995560,1982-05-31 12:22:42,1982-05-31,广东省广州市番禺区南站105
938,钱七,8952.76,991047,2021-02-03 13:24:23,2021-02-03,广东省广州市黄埔区鱼珠街道101
939,孔子,4453.82,995546,1993-09-16 21:13:53,1993-09-16,广东省广州市越秀区北京路104
940,鲁迅,502.75,999497,2010-04-27 06:08:11,2010-04-27,广东省广州市越秀区北京路104
941,朱自清,7484.18,992515,1981-02-01 06:07:29,1981-02-01,广东省广州市番禺区南站105
942,张三,6825.41,993174,1981-04-14 16:12:38,1981-04-14,广东省广州市越秀区北京路104
943,老子,9725.13,990274,2020-12-14 02:26:08,2020-12-14,广东省广州市番禺区南站105
944,朱自清,9656.21,990343,2015-04-04 04:31:56,2015-04-04,广东省广州市海珠区中大102
945,鲁迅,4854.59,995145,2010-08-09 11:10:06,2010-08-09,广东省广州市番禺区南站105
946,鲁迅,1982.88,998017,1993-01-31 12:18:30,1993-01-31,广东省广州市黄埔区鱼珠街道101
947,孔子,253.94,999746,2019-07-16 04:31:19,2019-07-16,广东省广州市番禺区南站105
948,孟子,1641.47,998358,2019-09-18 03:24:25,2019-09-18,广东省广州市海珠区中大102
949,老子,9627.65,990372,1986-06-05 15:40:42,1986-06-05,广东省广州市海珠区中大102
950,钱七,2386.4,997613,1999-06-20 18:49:31,1999-06-20,广东省广州市番禺区南站105
951,孟子,183.67,999816,2015-10-25 22:03:22,2015-10-25,广东省广州市越秀区北京路104
952,张三,9869.29,990130,2023-05-12 01:46:56,2023-05-12,广东省广州市越秀区北京路104
953,钱七,9718.46,990281,1999-05-17 11:45:10,1999-05-17,广东省广州市番禺区南站105
954,孟子,8262.26,991737,1997-08-10 20:35:14,1997-08-10,广东省广州市黄埔区鱼珠街道101
955,朱自清,5289.03,994710,1992-11-10 00:50:47,1992-11-10,广东省广州市越秀区北京路104
956,王五,2871.68,997128,1982-11-03 03:03:19,1982-11-03,广东省广州市天河区天河街道103
957,朱自清,5819.13,994180,1992-12-29 12:49:40,1992-12-29,广东省广州市海珠区中大102
958,老子,3809.47,996190,2004-11-26 10:36:57,2004-11-26,广东省广州市黄埔区鱼珠街道101
959,王五,180.25,999819,1979-09-07 04:57:18,1979-09-07,广东省广州市海珠区中大102
960,孔子,836.77,999163,1990-01-06 21:28:15,1990-01-06,广东省广州市天河区天河街道103
961,孟子,2678.04,997321,2019-10-07 05:27:42,2019-10-07,广东省广州市黄埔区鱼珠街道101
962,孔子,1989.62,998010,1995-11-15 19:23:40,1995-11-15,广东省广州市黄埔区鱼珠街道101
963,赵六,7502.49,992497,1998-10-17 14:46:51,1998-10-17,广东省广州市黄埔区鱼珠街道101
964,赵六,580.4,999419,1995-12-17 17:16:21,1995-12-17,广东省广州市黄埔区鱼珠街道101
965,墨子,1278.83,998721,2001-07-27 01:14:42,2001-07-27,广东省广州市番禺区南站105
966,墨子,2858.69,997141,2000-05-18 02:27:17,2000-05-18,广东省广州市海珠区中大102
967,张三,7724.31,992275,1981-09-25 23:14:54,1981-09-25,广东省广州市越秀区北京路104
968,钱七,8705.6,991294,2021-01-01 13:07:10,2021-01-01,广东省广州市黄埔区鱼珠街道101
969,鲁迅,4325.79,995674,1992-08-31 21:04:56,1992-08-31,广东省广州市越秀区北京路104
970,张三,7911.48,992088,2006-01-02 07:10:40,2006-01-02,广东省广州市黄埔区鱼珠街道101
971,老子,8876.85,991123,2009-02-05 02:14:52,2009-02-05,广东省广州市番禺区南站105
972,王五,1659.44,998340,1986-12-05 23:39:04,1986-12-05,广东省广州市天河区天河街道103
973,孔子,7212.88,992787,2007-05-24 10:03:51,2007-05-24,广东省广州市海珠区中大102
974,王五,4806.72,995193,1984-07-26 15:54:27,1984-07-26,广东省广州市越秀区北京路104
975,李四,4960.89,995039,2004-10-04 05:33:15,2004-10-04,广东省广州市黄埔区鱼珠街道101
976,王五,4137.55,995862,1990-05-01 13:37:36,1990-05-01,广东省广州市越秀区北京路104
977,孟子,6630.27,993369,1999-08-09 15:08:05,1999-08-09,广东省广州市黄埔区鱼珠街道101
978,赵六,1768.23,998231,1993-03-29 00:46:16,1993-03-29,广东省广州市黄埔区鱼珠街道101
979,老子,4681.04,995318,1999-01-11 21:36:04,1999-01-11,广东省广州市天河区天河街道103
980,墨子,6116.49,993883,2022-12-14 14:44:20,2022-12-14,广东省广州市黄埔区鱼珠街道101
981,鲁迅,7645.71,992354,1984-04-25 16:11:55,1984-04-25,广东省广州市黄埔区鱼珠街道101
982,张三,9796.33,990203,1982-09-14 21:40:59,1982-09-14,广东省广州市番禺区南站105
983,老子,7909.14,992090,2014-04-18 19:29:09,2014-04-18,广东省广州市海珠区中大102
984,王五,9292.71,990707,1998-03-09 21:03:52,1998-03-09,广东省广州市越秀区北京路104
985,李四,8948.08,991051,2006-10-08 23:18:57,2006-10-08,广东省广州市天河区天河街道103
986,李四,2546.76,997453,2009-03-20 04:18:56,2009-03-20,广东省广州市黄埔区鱼珠街道101
987,孟子,6863.81,993136,1990-03-15 05:34:49,1990-03-15,广东省广州市天河区天河街道103
988,朱自清,6694.71,993305,2007-05-07 07:59:00,2007-05-07,广东省广州市番禺区南站105
989,王五,2768.84,997231,1995-05-13 18:52:08,1995-05-13,广东省广州市黄埔区鱼珠街道101
990,钱七,2189.56,997810,1998-01-09 17:22:41,1998-01-09,广东省广州市海珠区中大102
991,墨子,6007.26,993992,1994-02-10 10:25:38,1994-02-10,广东省广州市越秀区北京路104
992,老子,827.22,999172,2008-08-24 08:48:51,2008-08-24,广东省广州市海珠区中大102
993,张三,111.23,999888,1990-07-27 06:57:41,1990-07-27,广东省广州市天河区天河街道103
994,王五,1111.9,998888,1985-09-24 04:12:22,1985-09-24,广东省广州市黄埔区鱼珠街道101
995,王五,1337.32,998662,1990-12-27 14:28:48,1990-12-27,广东省广州市海珠区中大102
996,孟子,1028.41,998971,1987-04-24 12:33:41,1987-04-24,广东省广州市黄埔区鱼珠街道101
997,老子,6855.05,993144,2016-06-30 13:31:14,2016-06-30,广东省广州市天河区天河街道103
998,老子,7018.13,992981,1987-02-21 08:35:07,1987-02-21,广东省广州市越秀区北京路104
999,钱七,343.01,999656,2000-10-16 06:32:38,2000-10-16,广东省广州市越秀区北京路104
1000,朱自清,6941.91,993058,1989-05-18 20:22:26,1989-05-18,广东省广州市海珠区中大102
1001,朱自清,751.89,999248,1987-03-29 20:57:35,1987-03-29,广东省广州市天河区天河街道103
1002,朱自清,6040.49,993959,1997-12-09 00:53:07,1997-12-09,广东省广州市越秀区北京路104
1003,鲁迅,2559.02,997440,1997-01-15 08:03:28,1997-01-15,广东省广州市番禺区南站105
1004,朱自清,7003.13,992996,1995-07-03 12:20:47,1995-07-03,广东省广州市海珠区中大102
1005,李四,8634.92,991365,1988-11-28 19:53:34,1988-11-28,广东省广州市越秀区北京路104
1006,李四,7008.25,992991,1999-02-26 06:14:32,1999-02-26,广东省广州市黄埔区鱼珠街道101
1007,孟子,4466.01,995533,1986-10-22 06:34:08,1986-10-22,广东省广州市越秀区北京路104
1008,朱自清,6897.5,993102,2000-11-20 00:19:12,2000-11-20,广东省广州市海珠区中大102
1009,李四,7520.59,992479,1986-03-29 23:34:37,1986-03-29,广东省广州市番禺区南站105
1010,孟子,1510.94,998489,1985-11-08 06:53:48,1985-11-08,广东省广州市越秀区北京路104
1011,孟子,8658.01,991341,1996-04-15 06:49:53,1996-04-15,广东省广州市天河区天河街道103
1012,王五,7954.85,992045,1986-06-06 23:23:37,1986-06-06,广东省广州市越秀区北京路104
1013,钱七,9449.37,990550,1980-09-30 09:18:34,1980-09-30,广东省广州市黄埔区鱼珠街道101
1014,李四,5697.38,994302,1981-12-24 07:01:52,1981-12-24,广东省广州市黄埔区鱼珠街道101
1015,孟子,2415.2,997584,2000-07-02 05:26:08,2000-07-02,广东省广州市天河区天河街道103
1016,孟子,7295.64,992704,1993-02-15 02:32:26,1993-02-15,广东省广州市黄埔区鱼珠街道101
1017,孔子,7364.54,992635,2018-08-17 23:47:32,2018-08-17,广东省广州市黄埔区鱼珠街道101
1018,孟子,7641.16,992358,2008-09-22 01:05:40,2008-09-22,广东省广州市天河区天河街道103
1019,王五,1451.03,998548,2000-11-03 05:20:02,2000-11-03,广东省广州市越秀区北京路104
1020,鲁迅,9117.18,990882,1995-06-09 11:55:53,1995-06-09,广东省广州市天河区天河街道103
1021,王五,300.25,999699,1987-03-23 16:21:26,1987-03-23,广东省广州市海珠区中大102
1022,墨子,2102.88,997897,2004-11-22 10:45:25,2004-11-22,广东省广州市天河区天河街道103
1023,鲁迅,6365.49,993634,2017-03-04 09:08:07,2017-03-04,广东省广州市番禺区南站105
1024,赵六,26.25,999973,2016-01-02 22:52:53,2016-01-02,广东省广州市黄埔区鱼珠街道101
1025,老子,8530.42,991469,2020-07-29 23:10:04,2020-07-29,广东省广州市番禺区南站105
1026,王五,8051.12,991948,2013-12-29 08:17:28,2013-12-29,广东省广州市天河区天河街道103
1027,孔子,9463.79,990536,2000-03-29 17:18:39,2000-03-29,广东省广州市番禺区南站105
1028,张三,4503.38,995496,2001-06-12 12:23:31,2001-06-12,广东省广州市天河区天河街道103
1029,钱七,1679.63,998320,2001-08-10 23:36:48,2001-08-10,广东省广州市越秀区北京路104
1030,张三,545.87,999454,2015-08-13 07:19:29,2015-08-13,广东省广州市番禺区南站105
1031,鲁迅,8022.35,991977,1988-02-10 08:28:07,1988-02-10,广东省广州市黄埔区鱼珠街道101
1032,赵六,994.17,999005,1988-05-16 09:34:03,1988-05-16,广东省广州市黄埔区鱼珠街道101
1033,墨子,1884.99,998115,1991-06-22 17:34:56,1991-06-22,广东省广州市番禺区南站105
1034,朱自清,7432.59,992567,1999-11-17 12:03:17,1999-11-17,广东省广州市黄埔区鱼珠街道101
1035,孔子,9021.5,990978,2000-08-17 11:25:34,2000-08-17,广东省广州市海珠区中大102
1036,朱自清,3949.27,996050,2017-08-27 22:40:00,2017-08-27,广东省广州市黄埔区鱼珠街道101
1037,王五,9636.87,990363,2004-07-06 21:20:32,2004-07-06,广东省广州市黄埔区鱼珠街道101
1038,赵六,9929.01,990070,2007-02-23 14:48:39,2007-02-23,广东省广州市天河区天河街道103
1039,孔子,4689.47,995310,1995-05-23 11:54:15,1995-05-23,广东省广州市天河区天河街道103
1040,钱七,8151.13,991848,2005-11-18 02:49:57,2005-11-18,广东省广州市越秀区北京路104
1041,李四,5499.68,994500,2018-05-08 18:23:04,2018-05-08,广东省广州市海珠区中大102
1042,墨子,7118.53,992881,2013-10-14 00:35:46,2013-10-14,广东省广州市天河区天河街道103
1043,朱自清,2413.77,997586,2004-11-03 08:10:23,2004-11-03,广东省广州市天河区天河街道103
1044,赵六,1350.99,998649,2013-07-15 06:06:05,2013-07-15,广东省广州市番禺区南站105
1045,墨子,4595.71,995404,2022-02-12 10:02:35,2022-02-12,广东省广州市海珠区中大102
1046,王五,9330.85,990669,1992-07-12 15:31:56,1992-07-12,广东省广州市番禺区南站105
1047,朱自清,2744.28,997255,2008-05-18 13:03:43,2008-05-18,广东省广州市越秀区北京路104
1048,朱自清,8560.98,991439,2019-06-04 16:12:32,2019-06-04,广东省广州市越秀区北京路104
1049,王五,1049.88,998950,1998-02-11 05:02:43,1998-02-11,广东省广州市海珠区中大102
1050,墨子,2607.16,997392,1989-04-13 03:02:47,1989-04-13,广东省广州市天河区天河街道103
1051,老子,4911.33,995088,1982-08-13 22:43:05,1982-08-13,广东省广州市番禺区南站105
1052,钱七,1149.77,998850,1998-02-09 17:41:59,1998-02-09,广东省广州市海珠区中大102
1053,钱七,8680.02,991319,2007-12-25 20:28:48,2007-12-25,广东省广州市天河区天河街道103
1054,赵六,4349.11,995650,2007-11-08 19:10:19,2007-11-08,广东省广州市番禺区南站105
1055,孟子,9528.02,990471,1982-09-27 01:11:23,1982-09-27,广东省广州市越秀区北京路104
1056,孟子,2621.95,997378,2022-06-30 18:13:36,2022-06-30,广东省广州市越秀区北京路104
1057,钱七,7544.84,992455,1995-06-10 10:43:28,1995-06-10,广东省广州市番禺区南站105
1058,朱自清,4203.35,995796,1993-04-04 16:47:07,1993-04-04,广东省广州市海珠区中大102
1059,赵六,8579.58,991420,1990-04-07 20:47:48,1990-04-07,广东省广州市天河区天河街道103
1060,朱自清,2093.63,997906,2022-06-09 00:26:23,2022-06-09,广东省广州市海珠区中大102
1061,孔子,448.29,999551,1993-04-29 21:00:18,1993-04-29,广东省广州市海珠区中大102
1062,孔子,5840.1,994159,1986-02-27 16:49:08,1986-02-27,广东省广州市黄埔区鱼珠街道101
1063,墨子,6445.08,993554,1985-07-09 14:14:54,1985-07-09,广东省广州市番禺区南站105
1064,鲁迅,4732.86,995267,1997-04-04 02:17:01,1997-04-04,广东省广州市越秀区北京路104
1065,赵六,9605.78,990394,1996-04-01 03:34:38,1996-04-01,广东省广州市番禺区南站105
1066,张三,785.76,999214,1997-11-20 00:24:10,1997-11-20,广东省广州市海珠区中大102
1067,老子,2598.26,997401,2016-05-01 07:59:40,2016-05-01,广东省广州市海珠区中大102
