,姓名,消费金额,账户余额,订单时间,收货日期,详细地址
3978,孟子,5764.91,994235,2016-04-12 03:11:25,2016-04-12,广东省广州市番禺区南站105
3979,孔子,6573.76,993426,1996-01-06 23:44:53,1996-01-06,广东省广州市番禺区南站105
3980,孔子,9465.93,990534,1983-12-28 20:57:13,1983-12-28,广东省广州市黄埔区鱼珠街道101
3981,张三,1785.79,998214,2017-04-09 04:46:50,2017-04-09,广东省广州市海珠区中大102
3982,孔子,7222.33,992777,2016-09-09 05:03:11,2016-09-09,广东省广州市番禺区南站105
3983,孟子,8018.44,991981,1999-06-30 01:37:48,1999-06-30,广东省广州市番禺区南站105
3984,王五,5872.96,994127,1998-12-28 14:17:37,1998-12-28,广东省广州市海珠区中大102
3985,王五,3189.39,996810,2005-08-04 16:51:58,2005-08-04,广东省广州市黄埔区鱼珠街道101
3986,墨子,7484.28,992515,2014-02-22 17:51:20,2014-02-22,广东省广州市海珠区中大102
3987,张三,9568.88,990431,1983-10-14 05:49:04,1983-10-14,广东省广州市天河区天河街道103
3988,鲁迅,3005.86,996994,2015-07-02 12:17:30,2015-07-02,广东省广州市天河区天河街道103
3989,墨子,8504.36,991495,2014-03-14 10:00:24,2014-03-14,广东省广州市番禺区南站105
3990,张三,9057.35,990942,2014-08-14 02:58:19,2014-08-14,广东省广州市天河区天河街道103
3991,老子,1330.23,998669,2007-05-30 05:00:20,2007-05-30,广东省广州市越秀区北京路104
3992,朱自清,7456.32,992543,2017-10-02 05:27:52,2017-10-02,广东省广州市番禺区南站105
3993,赵六,9878.76,990121,2017-01-02 20:12:53,2017-01-02,广东省广州市越秀区北京路104
3994,钱七,1418.52,998581,1980-05-26 15:34:07,1980-05-26,广东省广州市海珠区中大102
3995,张三,1499.77,998500,2009-02-04 11:09:23,2009-02-04,广东省广州市越秀区北京路104
3996,张三,9342.9,990657,1992-07-13 00:14:43,1992-07-13,广东省广州市越秀区北京路104
3997,钱七,3839.4,996160,2019-10-23 11:33:52,2019-10-23,广东省广州市天河区天河街道103
3998,朱自清,5878.73,994121,1988-09-06 16:35:53,1988-09-06,广东省广州市黄埔区鱼珠街道101
3999,李四,9595.75,990404,2007-09-02 06:40:53,2007-09-02,广东省广州市番禺区南站105
4000,孟子,1516.46,998483,1979-12-05 19:30:39,1979-12-05,广东省广州市天河区天河街道103
4001,张三,774.05,999225,2009-06-25 15:02:42,2009-06-25,广东省广州市海珠区中大102
4002,王五,3553.6,996446,2013-05-01 09:54:23,2013-05-01,广东省广州市黄埔区鱼珠街道101
4003,鲁迅,6729.95,993270,1987-03-25 20:12:41,1987-03-25,广东省广州市天河区天河街道103
4004,鲁迅,1478.64,998521,2019-11-13 14:06:34,2019-11-13,广东省广州市番禺区南站105
4005,钱七,581.9,999418,1979-12-15 19:53:05,1979-12-15,广东省广州市越秀区北京路104
4006,李四,1202.22,998797,1980-07-05 10:18:45,1980-07-05,广东省广州市番禺区南站105
4007,墨子,2965.24,997034,1989-06-17 22:30:20,1989-06-17,广东省广州市天河区天河街道103
4008,赵六,634.37,999365,1987-01-08 11:56:19,1987-01-08,广东省广州市海珠区中大102
4009,孔子,4787.21,995212,1980-03-18 02:25:07,1980-03-18,广东省广州市黄埔区鱼珠街道101
4010,李四,9540.22,990459,2005-05-13 12:06:27,2005-05-13,广东省广州市越秀区北京路104
4011,赵六,9450.47,990549,1987-03-01 19:14:00,1987-03-01,广东省广州市黄埔区鱼珠街道101
4012,李四,8254.9,991745,1984-01-04 06:31:49,1984-01-04,广东省广州市黄埔区鱼珠街道101
4013,老子,9372.24,990627,2005-06-11 12:55:41,2005-06-11,广东省广州市黄埔区鱼珠街道101
4014,赵六,401.19,999598,2022-03-21 14:04:50,2022-03-21,广东省广州市越秀区北京路104
4015,朱自清,1941.55,998058,2020-09-23 07:11:48,2020-09-23,广东省广州市黄埔区鱼珠街道101
4016,孔子,7751.22,992248,1987-11-10 12:27:59,1987-11-10,广东省广州市海珠区中大102
4017,王五,3261.01,996738,2022-12-14 03:18:41,2022-12-14,广东省广州市越秀区北京路104
4018,朱自清,616.07,999383,1999-03-01 17:17:42,1999-03-01,广东省广州市越秀区北京路104
4019,李四,878.62,999121,2020-03-29 13:07:39,2020-03-29,广东省广州市越秀区北京路104
4020,张三,1576.53,998423,2022-09-13 09:35:09,2022-09-13,广东省广州市番禺区南站105
4021,赵六,3164.53,996835,2013-06-08 09:57:20,2013-06-08,广东省广州市番禺区南站105
4022,钱七,9094.95,990905,1994-11-26 00:31:17,1994-11-26,广东省广州市海珠区中大102
4023,孟子,267.92,999732,2006-10-06 00:51:02,2006-10-06,广东省广州市越秀区北京路104
4024,墨子,3761.82,996238,1995-04-11 11:56:45,1995-04-11,广东省广州市海珠区中大102
4025,李四,7568.63,992431,1995-11-18 02:41:17,1995-11-18,广东省广州市越秀区北京路104
4026,老子,7206.5,992793,1989-10-31 16:24:23,1989-10-31,广东省广州市海珠区中大102
4027,老子,2940.06,997059,2021-11-10 05:00:57,2021-11-10,广东省广州市天河区天河街道103
4028,钱七,2227.86,997772,1997-01-26 08:53:05,1997-01-26,广东省广州市海珠区中大102
4029,老子,6909.85,993090,2014-07-05 18:33:41,2014-07-05,广东省广州市海珠区中大102
4030,李四,5219.27,994780,2015-11-19 08:25:59,2015-11-19,广东省广州市越秀区北京路104
4031,孟子,1558.93,998441,2020-05-07 09:52:26,2020-05-07,广东省广州市番禺区南站105
4032,王五,9648.64,990351,1982-05-21 01:18:00,1982-05-21,广东省广州市黄埔区鱼珠街道101
4033,李四,3511.17,996488,2021-01-08 12:54:18,2021-01-08,广东省广州市海珠区中大102
4034,鲁迅,6858.61,993141,1992-04-17 12:10:53,1992-04-17,广东省广州市天河区天河街道103
4035,钱七,8321.96,991678,1984-04-01 16:17:12,1984-04-01,广东省广州市天河区天河街道103
4036,钱七,7050.98,992949,1993-12-26 22:01:19,1993-12-26,广东省广州市海珠区中大102
4037,孟子,3212.22,996787,1979-05-11 14:43:27,1979-05-11,广东省广州市海珠区中大102
4038,李四,8047.91,991952,1990-07-17 14:12:29,1990-07-17,广东省广州市天河区天河街道103
4039,老子,9975.14,990024,2011-02-19 07:15:04,2011-02-19,广东省广州市越秀区北京路104
4040,王五,7285.46,992714,1990-03-31 12:00:32,1990-03-31,广东省广州市番禺区南站105
4041,张三,6941.56,993058,2019-09-09 06:24:10,2019-09-09,广东省广州市番禺区南站105
4042,孔子,3712.59,996287,2002-03-08 08:36:33,2002-03-08,广东省广州市越秀区北京路104
4043,孔子,5417.8,994582,1997-07-06 22:54:20,1997-07-06,广东省广州市番禺区南站105
4044,孟子,2233.58,997766,1981-03-21 16:22:47,1981-03-21,广东省广州市海珠区中大102
4045,张三,8093.41,991906,1991-03-28 00:00:47,1991-03-28,广东省广州市番禺区南站105
4046,鲁迅,4893.62,995106,1993-08-13 04:02:14,1993-08-13,广东省广州市天河区天河街道103
4047,张三,6184.77,993815,1990-10-12 13:40:23,1990-10-12,广东省广州市越秀区北京路104
4048,孟子,9784.38,990215,1999-05-21 10:29:57,1999-05-21,广东省广州市番禺区南站105
4049,孟子,4892.39,995107,1989-02-28 15:12:58,1989-02-28,广东省广州市越秀区北京路104
4050,钱七,8355.02,991644,1983-03-01 07:55:15,1983-03-01,广东省广州市越秀区北京路104
4051,张三,1290.06,998709,2012-03-05 21:06:54,2012-03-05,广东省广州市黄埔区鱼珠街道101
4052,赵六,1019.35,998980,2002-01-05 02:00:22,2002-01-05,广东省广州市天河区天河街道103
4053,王五,5188.38,994811,1986-07-05 04:03:39,1986-07-05,广东省广州市黄埔区鱼珠街道101
4054,孔子,7273.57,992726,1983-05-15 18:29:09,1983-05-15,广东省广州市番禺区南站105
4055,李四,7111.95,992888,2013-08-02 10:12:30,2013-08-02,广东省广州市黄埔区鱼珠街道101
4056,墨子,3731.71,996268,2004-07-09 05:26:28,2004-07-09,广东省广州市越秀区北京路104
4057,赵六,8112.0,991888,2010-04-09 01:05:00,2010-04-09,广东省广州市黄埔区鱼珠街道101
4058,李四,1834.3,998165,2002-03-08 18:08:26,2002-03-08,广东省广州市番禺区南站105
4059,王五,8424.14,991575,1998-07-21 03:06:40,1998-07-21,广东省广州市越秀区北京路104
4060,墨子,1223.61,998776,2000-09-18 20:59:49,2000-09-18,广东省广州市番禺区南站105
4061,鲁迅,2669.32,997330,1988-12-22 00:48:14,1988-12-22,广东省广州市天河区天河街道103
4062,朱自清,3721.52,996278,2021-09-20 09:44:23,2021-09-20,广东省广州市天河区天河街道103
4063,王五,3542.2,996457,1988-09-01 14:14:21,1988-09-01,广东省广州市黄埔区鱼珠街道101
4064,赵六,3047.76,996952,1987-11-13 14:43:20,1987-11-13,广东省广州市海珠区中大102
4065,墨子,1095.05,998904,2011-02-26 09:46:54,2011-02-26,广东省广州市黄埔区鱼珠街道101
4066,朱自清,6528.76,993471,2009-08-06 20:42:49,2009-08-06,广东省广州市黄埔区鱼珠街道101
4067,鲁迅,6065.83,993934,2018-01-14 19:54:14,2018-01-14,广东省广州市番禺区南站105
4068,赵六,1224.49,998775,1993-01-21 22:12:38,1993-01-21,广东省广州市番禺区南站105
4069,张三,6284.4,993715,2018-08-30 18:10:34,2018-08-30,广东省广州市越秀区北京路104
4070,王五,2934.8,997065,1984-05-01 14:01:32,1984-05-01,广东省广州市黄埔区鱼珠街道101
4071,张三,2331.08,997668,1997-08-31 13:08:46,1997-08-31,广东省广州市越秀区北京路104
4072,鲁迅,8928.43,991071,2008-11-12 16:32:32,2008-11-12,广东省广州市海珠区中大102
4073,鲁迅,4771.74,995228,2002-03-09 14:19:56,2002-03-09,广东省广州市海珠区中大102
4074,朱自清,2292.67,997707,2016-06-11 10:45:32,2016-06-11,广东省广州市海珠区中大102
4075,赵六,6569.76,993430,2022-02-23 16:15:23,2022-02-23,广东省广州市海珠区中大102
4076,老子,4023.86,995976,2013-08-11 13:34:56,2013-08-11,广东省广州市海珠区中大102
4077,鲁迅,572.54,999427,1982-06-09 07:18:43,1982-06-09,广东省广州市番禺区南站105
4078,钱七,8266.64,991733,1979-01-13 11:21:27,1979-01-13,广东省广州市番禺区南站105
4079,孟子,2706.46,997293,1995-11-11 20:01:43,1995-11-11,广东省广州市番禺区南站105
4080,孟子,6644.09,993355,2017-11-27 02:49:42,2017-11-27,广东省广州市番禺区南站105
4081,朱自清,6973.79,993026,2007-02-28 14:27:02,2007-02-28,广东省广州市越秀区北京路104
4082,孟子,9342.49,990657,1984-10-02 17:12:51,1984-10-02,广东省广州市黄埔区鱼珠街道101
4083,张三,6459.72,993540,1992-11-27 03:06:35,1992-11-27,广东省广州市海珠区中大102
4084,墨子,5099.8,994900,2016-01-01 02:42:28,2016-01-01,广东省广州市黄埔区鱼珠街道101
4085,墨子,7717.76,992282,2002-03-15 23:06:04,2002-03-15,广东省广州市天河区天河街道103
4086,朱自清,6566.89,993433,2010-11-24 09:20:42,2010-11-24,广东省广州市越秀区北京路104
4087,张三,2549.89,997450,1987-12-05 07:25:19,1987-12-05,广东省广州市黄埔区鱼珠街道101
4088,张三,7412.93,992587,2021-06-19 10:17:20,2021-06-19,广东省广州市黄埔区鱼珠街道101
4089,孟子,9188.13,990811,1984-07-09 21:14:40,1984-07-09,广东省广州市海珠区中大102
4090,赵六,9198.7,990801,2006-02-02 15:49:28,2006-02-02,广东省广州市海珠区中大102
4091,朱自清,2070.49,997929,1983-06-21 04:48:07,1983-06-21,广东省广州市海珠区中大102
4092,老子,3626.52,996373,1991-03-06 23:53:47,1991-03-06,广东省广州市天河区天河街道103
4093,鲁迅,6883.7,993116,2000-02-29 13:31:43,2000-02-29,广东省广州市黄埔区鱼珠街道101
4094,李四,3099.57,996900,1979-01-03 04:32:33,1979-01-03,广东省广州市番禺区南站105
4095,鲁迅,6552.56,993447,2021-03-03 16:56:38,2021-03-03,广东省广州市海珠区中大102
4096,钱七,2824.85,997175,2018-06-25 15:26:45,2018-06-25,广东省广州市越秀区北京路104
4097,李四,9205.16,990794,2005-02-14 20:49:27,2005-02-14,广东省广州市天河区天河街道103
4098,墨子,1992.64,998007,2012-12-08 06:14:48,2012-12-08,广东省广州市番禺区南站105
4099,朱自清,9939.13,990060,1994-05-26 15:55:23,1994-05-26,广东省广州市越秀区北京路104
4100,王五,4543.17,995456,1988-04-06 23:45:05,1988-04-06,广东省广州市海珠区中大102
4101,孟子,6439.37,993560,1990-03-05 10:24:06,1990-03-05,广东省广州市番禺区南站105
4102,孔子,9697.87,990302,2013-12-03 14:10:37,2013-12-03,广东省广州市天河区天河街道103
4103,老子,7933.89,992066,1979-08-11 17:51:20,1979-08-11,广东省广州市番禺区南站105
4104,老子,1012.83,998987,2004-11-15 23:32:51,2004-11-15,广东省广州市海珠区中大102
4105,钱七,467.46,999532,1999-05-17 12:06:51,1999-05-17,广东省广州市番禺区南站105
4106,孔子,4018.43,995981,2001-03-20 21:00:29,2001-03-20,广东省广州市海珠区中大102
4107,老子,8061.46,991938,1982-09-08 13:27:16,1982-09-08,广东省广州市天河区天河街道103
4108,钱七,893.62,999106,1983-07-11 18:21:32,1983-07-11,广东省广州市越秀区北京路104
4109,鲁迅,5307.69,994692,2012-10-27 04:33:59,2012-10-27,广东省广州市番禺区南站105
4110,孟子,7492.72,992507,2018-09-20 09:46:06,2018-09-20,广东省广州市海珠区中大102
4111,李四,5294.96,994705,2008-12-16 19:30:37,2008-12-16,广东省广州市天河区天河街道103
4112,赵六,3183.24,996816,2018-06-01 06:08:49,2018-06-01,广东省广州市越秀区北京路104
4113,鲁迅,85.04,999914,1980-12-02 06:13:15,1980-12-02,广东省广州市天河区天河街道103
4114,赵六,2445.89,997554,2018-07-18 01:38:06,2018-07-18,广东省广州市番禺区南站105
4115,墨子,9546.1,990453,2013-06-11 20:23:36,2013-06-11,广东省广州市天河区天河街道103
4116,王五,6395.15,993604,1993-10-07 23:06:25,1993-10-07,广东省广州市黄埔区鱼珠街道101
4117,钱七,9295.23,990704,1984-02-26 15:57:30,1984-02-26,广东省广州市天河区天河街道103
4118,李四,1299.79,998700,1998-10-31 04:34:23,1998-10-31,广东省广州市越秀区北京路104
4119,朱自清,2248.14,997751,2000-05-11 20:05:33,2000-05-11,广东省广州市番禺区南站105
4120,老子,9732.55,990267,1985-11-17 00:31:32,1985-11-17,广东省广州市天河区天河街道103
4121,赵六,8072.51,991927,1991-07-18 07:44:27,1991-07-18,广东省广州市番禺区南站105
4122,钱七,8293.02,991706,2012-01-08 17:30:08,2012-01-08,广东省广州市越秀区北京路104
4123,赵六,7195.65,992804,2017-09-20 13:23:43,2017-09-20,广东省广州市番禺区南站105
4124,孔子,2897.42,997102,2013-05-05 17:23:24,2013-05-05,广东省广州市天河区天河街道103
4125,张三,4296.07,995703,2016-11-09 11:47:48,2016-11-09,广东省广州市黄埔区鱼珠街道101
4126,孟子,2582.25,997417,2019-02-04 02:54:23,2019-02-04,广东省广州市海珠区中大102
4127,赵六,5477.05,994522,1987-11-09 17:06:34,1987-11-09,广东省广州市天河区天河街道103
4128,朱自清,5950.0,994050,1999-02-23 21:22:21,1999-02-23,广东省广州市番禺区南站105
4129,老子,5283.07,994716,2021-09-15 05:10:07,2021-09-15,广东省广州市越秀区北京路104
4130,钱七,880.17,999119,1987-07-03 02:32:06,1987-07-03,广东省广州市黄埔区鱼珠街道101
4131,张三,3266.33,996733,1993-09-25 18:42:31,1993-09-25,广东省广州市黄埔区鱼珠街道101
4132,朱自清,5795.92,994204,1992-11-19 02:58:50,1992-11-19,广东省广州市海珠区中大102
4133,朱自清,4813.58,995186,1986-10-11 10:38:44,1986-10-11,广东省广州市番禺区南站105
4134,张三,985.68,999014,2007-08-09 21:15:55,2007-08-09,广东省广州市越秀区北京路104
4135,墨子,4860.6,995139,1988-03-23 21:55:53,1988-03-23,广东省广州市海珠区中大102
4136,李四,7954.27,992045,1993-11-08 13:44:38,1993-11-08,广东省广州市越秀区北京路104
4137,赵六,2632.78,997367,1995-01-05 03:22:28,1995-01-05,广东省广州市番禺区南站105
4138,赵六,3277.06,996722,1979-08-19 15:19:02,1979-08-19,广东省广州市天河区天河街道103
4139,钱七,7743.36,992256,1998-11-29 14:50:08,1998-11-29,广东省广州市番禺区南站105
4140,王五,6356.57,993643,1982-03-13 15:24:11,1982-03-13,广东省广州市番禺区南站105
4141,王五,9482.84,990517,2017-04-11 19:48:12,2017-04-11,广东省广州市越秀区北京路104
4142,王五,5260.5,994739,2013-02-24 03:50:39,2013-02-24,广东省广州市黄埔区鱼珠街道101
4143,张三,4801.14,995198,1994-02-23 04:45:32,1994-02-23,广东省广州市黄埔区鱼珠街道101
4144,张三,8024.73,991975,1989-11-14 07:57:10,1989-11-14,广东省广州市天河区天河街道103
4145,赵六,7836.12,992163,1982-01-20 00:46:12,1982-01-20,广东省广州市天河区天河街道103
4146,孟子,919.16,999080,1982-08-22 00:54:48,1982-08-22,广东省广州市番禺区南站105
4147,张三,5111.87,994888,1999-05-10 04:35:12,1999-05-10,广东省广州市番禺区南站105
4148,老子,8301.62,991698,2010-12-29 21:08:00,2010-12-29,广东省广州市番禺区南站105
4149,孟子,5030.19,994969,2006-03-22 11:35:12,2006-03-22,广东省广州市越秀区北京路104
4150,墨子,445.49,999554,2013-12-02 10:54:16,2013-12-02,广东省广州市黄埔区鱼珠街道101
4151,鲁迅,6499.76,993500,2015-04-27 10:46:29,2015-04-27,广东省广州市黄埔区鱼珠街道101
4152,张三,4927.67,995072,2020-12-11 12:17:24,2020-12-11,广东省广州市天河区天河街道103
4153,朱自清,3668.32,996331,2009-05-28 19:52:07,2009-05-28,广东省广州市越秀区北京路104
4154,孔子,8895.23,991104,2022-01-17 22:30:03,2022-01-17,广东省广州市黄埔区鱼珠街道101
4155,钱七,4283.11,995716,1989-11-28 02:17:41,1989-11-28,广东省广州市天河区天河街道103
4156,老子,5696.25,994303,1984-06-21 17:51:09,1984-06-21,广东省广州市海珠区中大102
4157,鲁迅,6708.67,993291,2021-01-29 01:02:16,2021-01-29,广东省广州市天河区天河街道103
4158,张三,1814.52,998185,1988-09-01 21:55:56,1988-09-01,广东省广州市番禺区南站105
4159,老子,3941.26,996058,2011-08-16 03:21:36,2011-08-16,广东省广州市越秀区北京路104
4160,鲁迅,1245.61,998754,2020-11-27 04:07:07,2020-11-27,广东省广州市越秀区北京路104
4161,李四,5186.74,994813,2019-11-07 00:22:19,2019-11-07,广东省广州市越秀区北京路104
4162,钱七,4770.1,995229,2004-09-06 02:56:05,2004-09-06,广东省广州市黄埔区鱼珠街道101
4163,朱自清,3974.81,996025,1995-10-22 06:14:12,1995-10-22,广东省广州市番禺区南站105
4164,鲁迅,4801.72,995198,1980-04-18 12:51:43,1980-04-18,广东省广州市天河区天河街道103
4165,鲁迅,2498.49,997501,2016-06-09 17:37:44,2016-06-09,广东省广州市番禺区南站105
4166,钱七,7869.47,992130,1996-04-12 04:35:45,1996-04-12,广东省广州市海珠区中大102
4167,鲁迅,1558.8,998441,1988-11-05 22:31:59,1988-11-05,广东省广州市番禺区南站105
4168,鲁迅,7461.2,992538,2001-12-06 17:58:54,2001-12-06,广东省广州市天河区天河街道103
4169,王五,360.88,999639,2014-05-16 18:29:42,2014-05-16,广东省广州市天河区天河街道103
4170,孟子,9160.01,990839,2016-02-01 05:02:25,2016-02-01,广东省广州市海珠区中大102
4171,鲁迅,6302.19,993697,2022-06-19 12:24:07,2022-06-19,广东省广州市黄埔区鱼珠街道101
4172,孟子,993.0,999007,2019-01-29 17:23:50,2019-01-29,广东省广州市黄埔区鱼珠街道101
4173,孟子,4274.76,995725,2006-05-09 23:58:13,2006-05-09,广东省广州市番禺区南站105
4174,孔子,8769.43,991230,1997-11-07 17:20:49,1997-11-07,广东省广州市海珠区中大102
4175,墨子,9968.88,990031,2021-10-28 14:17:33,2021-10-28,广东省广州市番禺区南站105
4176,王五,1293.98,998706,2010-08-15 03:53:12,2010-08-15,广东省广州市黄埔区鱼珠街道101
4177,李四,1396.72,998603,1997-05-29 06:09:52,1997-05-29,广东省广州市越秀区北京路104
4178,张三,2931.11,997068,2010-08-13 02:44:46,2010-08-13,广东省广州市番禺区南站105
4179,王五,3761.01,996238,2006-04-27 02:03:15,2006-04-27,广东省广州市越秀区北京路104
4180,朱自清,9656.23,990343,2020-11-10 09:32:37,2020-11-10,广东省广州市天河区天河街道103
4181,老子,4258.1,995741,1984-12-16 15:45:54,1984-12-16,广东省广州市黄埔区鱼珠街道101
4182,王五,5164.48,994835,2021-08-03 07:10:16,2021-08-03,广东省广州市海珠区中大102
4183,钱七,6807.01,993192,2009-11-10 10:40:07,2009-11-10,广东省广州市海珠区中大102
4184,孟子,28.11,999971,1985-09-22 03:12:03,1985-09-22,广东省广州市海珠区中大102
4185,孔子,7990.14,992009,1988-07-12 17:38:13,1988-07-12,广东省广州市海珠区中大102
4186,张三,1557.92,998442,2006-06-16 18:45:33,2006-06-16,广东省广州市海珠区中大102
4187,李四,6263.81,993736,1996-08-06 14:54:02,1996-08-06,广东省广州市天河区天河街道103
4188,孟子,5687.7,994312,1985-07-23 22:10:25,1985-07-23,广东省广州市越秀区北京路104
4189,孔子,6480.02,993519,2013-12-25 12:22:43,2013-12-25,广东省广州市黄埔区鱼珠街道101
4190,钱七,8135.02,991864,1996-07-04 23:21:14,1996-07-04,广东省广州市番禺区南站105
4191,李四,7810.07,992189,1981-06-15 17:50:48,1981-06-15,广东省广州市天河区天河街道103
4192,赵六,5394.48,994605,1979-06-23 01:59:37,1979-06-23,广东省广州市越秀区北京路104
4193,墨子,2464.63,997535,1989-04-16 05:06:32,1989-04-16,广东省广州市黄埔区鱼珠街道101
4194,孔子,6922.33,993077,2008-07-04 09:19:56,2008-07-04,广东省广州市天河区天河街道103
4195,朱自清,5726.95,994273,1980-10-11 06:35:14,1980-10-11,广东省广州市黄埔区鱼珠街道101
4196,孔子,6735.62,993264,1987-07-30 04:34:50,1987-07-30,广东省广州市海珠区中大102
4197,王五,8400.22,991599,1994-02-11 13:41:10,1994-02-11,广东省广州市黄埔区鱼珠街道101
4198,孟子,2178.3,997821,1995-05-22 06:38:25,1995-05-22,广东省广州市黄埔区鱼珠街道101
4199,李四,4220.29,995779,2004-03-19 01:02:50,2004-03-19,广东省广州市番禺区南站105
4200,鲁迅,7368.3,992631,2016-11-07 02:18:52,2016-11-07,广东省广州市海珠区中大102
4201,孟子,5337.65,994662,2007-01-07 22:10:47,2007-01-07,广东省广州市海珠区中大102
4202,赵六,6291.79,993708,2010-07-07 10:49:22,2010-07-07,广东省广州市番禺区南站105
4203,张三,7021.86,992978,2014-09-04 02:49:34,2014-09-04,广东省广州市越秀区北京路104
4204,王五,2452.14,997547,1989-08-11 17:52:16,1989-08-11,广东省广州市天河区天河街道103
4205,钱七,2301.52,997698,2008-12-30 06:29:23,2008-12-30,广东省广州市天河区天河街道103
4206,老子,1257.32,998742,2023-03-30 16:12:08,2023-03-30,广东省广州市天河区天河街道103
4207,孔子,2236.38,997763,1986-12-06 15:54:56,1986-12-06,广东省广州市越秀区北京路104
4208,王五,1435.81,998564,1991-11-11 22:45:08,1991-11-11,广东省广州市海珠区中大102
4209,王五,5325.1,994674,2001-09-10 02:26:50,2001-09-10,广东省广州市番禺区南站105
4210,李四,4590.78,995409,1992-05-23 05:13:14,1992-05-23,广东省广州市天河区天河街道103
4211,墨子,2672.29,997327,1986-06-10 03:41:15,1986-06-10,广东省广州市越秀区北京路104
4212,赵六,2413.52,997586,1980-12-27 16:48:32,1980-12-27,广东省广州市海珠区中大102
4213,赵六,6121.26,993878,2006-07-21 12:06:24,2006-07-21,广东省广州市海珠区中大102
4214,赵六,1175.63,998824,1995-08-15 06:46:09,1995-08-15,广东省广州市海珠区中大102
4215,李四,2850.93,997149,2014-09-29 20:49:07,2014-09-29,广东省广州市越秀区北京路104
4216,李四,1575.59,998424,2002-02-18 21:49:52,2002-02-18,广东省广州市海珠区中大102
4217,老子,4140.85,995859,2001-10-21 19:27:40,2001-10-21,广东省广州市黄埔区鱼珠街道101
4218,孟子,5527.12,994472,1989-02-13 15:46:40,1989-02-13,广东省广州市海珠区中大102
4219,鲁迅,5690.1,994309,1979-12-30 08:00:05,1979-12-30,广东省广州市天河区天河街道103
4220,墨子,3068.63,996931,1982-09-05 22:41:46,1982-09-05,广东省广州市番禺区南站105
4221,鲁迅,3380.64,996619,2017-05-14 19:55:07,2017-05-14,广东省广州市黄埔区鱼珠街道101
4222,鲁迅,2830.88,997169,1997-12-03 19:38:59,1997-12-03,广东省广州市海珠区中大102
4223,李四,6371.14,993628,2013-01-25 09:55:24,2013-01-25,广东省广州市番禺区南站105
4224,鲁迅,350.21,999649,2008-07-23 23:34:23,2008-07-23,广东省广州市天河区天河街道103
4225,孔子,5372.66,994627,1984-06-29 11:28:13,1984-06-29,广东省广州市越秀区北京路104
4226,墨子,1441.99,998558,2013-03-09 10:04:36,2013-03-09,广东省广州市海珠区中大102
4227,李四,6339.09,993660,2010-12-31 19:40:22,2010-12-31,广东省广州市海珠区中大102
4228,李四,57.5,999942,2023-04-22 21:22:45,2023-04-22,广东省广州市越秀区北京路104
4229,墨子,737.59,999262,2003-07-17 22:17:18,2003-07-17,广东省广州市番禺区南站105
4230,老子,696.17,999303,1995-07-04 15:50:33,1995-07-04,广东省广州市海珠区中大102
4231,墨子,4169.74,995830,2016-12-20 07:14:43,2016-12-20,广东省广州市海珠区中大102
4232,王五,9212.73,990787,2022-04-23 22:14:55,2022-04-23,广东省广州市海珠区中大102
4233,墨子,2601.1,997398,1980-01-19 00:58:01,1980-01-19,广东省广州市天河区天河街道103
4234,张三,8111.53,991888,1986-05-11 05:54:18,1986-05-11,广东省广州市黄埔区鱼珠街道101
4235,王五,5123.6,994876,2006-01-11 15:42:51,2006-01-11,广东省广州市天河区天河街道103
4236,鲁迅,1295.89,998704,2004-08-09 03:13:26,2004-08-09,广东省广州市番禺区南站105
4237,孟子,1135.74,998864,1982-04-09 18:07:35,1982-04-09,广东省广州市天河区天河街道103
4238,钱七,9203.44,990796,2012-12-07 07:15:05,2012-12-07,广东省广州市越秀区北京路104
4239,钱七,6831.3,993168,2015-10-13 12:36:28,2015-10-13,广东省广州市越秀区北京路104
4240,墨子,2141.48,997858,1979-07-31 19:53:38,1979-07-31,广东省广州市天河区天河街道103
4241,老子,6173.49,993826,2019-07-13 23:31:38,2019-07-13,广东省广州市番禺区南站105
4242,墨子,8505.55,991494,2017-01-11 04:41:50,2017-01-11,广东省广州市番禺区南站105
4243,王五,5303.05,994696,1979-06-17 11:44:20,1979-06-17,广东省广州市越秀区北京路104
4244,墨子,360.98,999639,2012-05-24 07:10:59,2012-05-24,广东省广州市海珠区中大102
4245,孟子,3329.35,996670,1981-08-28 22:42:32,1981-08-28,广东省广州市番禺区南站105
4246,赵六,6394.42,993605,1986-10-21 02:15:50,1986-10-21,广东省广州市海珠区中大102
4247,鲁迅,5912.43,994087,2001-01-04 01:39:39,2001-01-04,广东省广州市黄埔区鱼珠街道101
4248,赵六,468.95,999531,1988-05-03 19:38:09,1988-05-03,广东省广州市海珠区中大102
4249,朱自清,9723.62,990276,2017-07-07 11:15:54,2017-07-07,广东省广州市黄埔区鱼珠街道101
4250,孟子,2465.14,997534,2022-06-07 04:21:20,2022-06-07,广东省广州市黄埔区鱼珠街道101
4251,张三,576.35,999423,1981-05-24 13:06:10,1981-05-24,广东省广州市番禺区南站105
4252,张三,8437.25,991562,2021-10-26 14:15:37,2021-10-26,广东省广州市海珠区中大102
4253,张三,7467.35,992532,1990-12-28 03:07:27,1990-12-28,广东省广州市番禺区南站105
4254,赵六,6109.39,993890,1983-04-16 19:26:40,1983-04-16,广东省广州市天河区天河街道103
4255,老子,2816.65,997183,2002-07-11 23:45:16,2002-07-11,广东省广州市海珠区中大102
